Id,Type,Discipline,AmountCatecory,InstitutionType,FundingInstrument,Count
3d45186e685944a7889fea8d6d942af6,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,ETH Domain,Programmes,1
c200bd148f8f46a5b0a2ff95a438cb50,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,UAS / UTE,Programmes,11
84cff054e7634689a1d9ae4d3fcdd41b,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Programmes,1
f78887d2212b4a85a3c28250657bbdab,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Project funding,4
d35b4817638b41d4aafb15ba2c60a87e,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Careers,2
dc4f3e617479407bafd2fd01d1eb5789,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Project funding,4
a46e8e14330f40d58dbe9a68b2dd10ea,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,Other,Careers,1
86e794291739485caff37474611620eb,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,University,Careers,5
877585ac3c8d47b4b1b8e2deb0f22653,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,University,Infrastructure,57
005e37711a564a0a9e4eefe20849b64b,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,University,Programmes,8
7efe0ac9b99c4bfeb5a1b9e215433fd8,"Print (books, brochures, leaflets)","Mathematics, Natural- and Engineering Sciences",800'000+,University,Project funding,1
30f925a5ae694506857d94004ebc70d4,Software,Biology and Medicine,1 - 200'000,UAS / UTE,Science communication,3
d9b8729380ad458fbc42f22c4c045e12,Software,Biology and Medicine,1 - 200'000,University,Project funding,1
9b689ca3e89d4f2e9fa29f25b0e6bd8a,Software,Biology and Medicine,200'000 - 400'000,University,Project funding,1
1fd13a64bcd2418ca50a956b6030b27a,Software,Biology and Medicine,400'000 - 600'000,Other,Project funding,2
2da45bb13ef1447ea2c6ca4223951c86,Software,Biology and Medicine,400'000 - 600'000,UAS / UTE,Project funding,4
2fb62b45726847f1a79c595e1914dca9,Software,Biology and Medicine,400'000 - 600'000,University,Careers,1
749aa9ab109b4f4dafe10e897db21edb,Software,Biology and Medicine,400'000 - 600'000,University,Programmes,1
0682de7e1a194e48b0d27c133668e611,Software,Biology and Medicine,400'000 - 600'000,University,Project funding,6
5a6bcdf88ded4e169b3a6ef8c6ea9027,Software,Biology and Medicine,600'000 - 800'000,University,Project funding,1
7f334ba1056a4360a04fbde998f44dcc,Software,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Project funding,3
512e6a07a57242e6b3542d98f5e83f91,Software,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Science communication,3
9a47f6f2d3b448c19f5b0236fc83dd91,Software,Humanities and Social Sciences,1 - 200'000,University,Project funding,2
4e41122ebc5c489290109b434c22667a,Software,Humanities and Social Sciences,200'000 - 400'000,UAS / UTE,Project funding,3
8aa969e07f9e4ac39b1d9822b2c76314,Software,Humanities and Social Sciences,200'000 - 400'000,University,Programmes,2
67540881af0f4dab912c34774b3be651,Software,Humanities and Social Sciences,200'000 - 400'000,University,Project funding,4
d7de039c9b7f46029a429e8c5ae0e8f6,Software,Humanities and Social Sciences,400'000 - 600'000,ETH Domain,Project funding,2
456d95b84bd241d6a97222d5edfedad2,Software,Humanities and Social Sciences,400'000 - 600'000,Other,Programmes,1
9241cf1156ec475bb8c087a2e69a87ab,Software,Humanities and Social Sciences,800'000+,University,Programmes,1
c255749f7f8a45a699d09c77694651a0,Software,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Project funding,4
6fdee3b55fff47d5b91a4b790cb65cb4,Software,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,Other,Project funding,2
292025f09f5b4b8cb427c752250e47ea,Software,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Project funding,9
12dae098f0a04877bc39f39a337e4f92,Software,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Science communication,1
02b8cbbc5c3e46eaa21a991370f8ac04,Software,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Project funding,11
2fe105ae1c7d4495b87d82bda8a0e55f,Software,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,Other,Project funding,1
e6e746e348344fb3b21ea4a8c58d0619,Software,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,UAS / UTE,Programmes,1
d2b052f1d6cc4464a1ebcf0ab9978409,Software,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Project funding,9
56df833816e74cb089706c59e6c9f9a7,Software,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Programmes,1
64e89385d7e8478695ce9f22c68489d7,Software,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Project funding,6
084bcf9979e04364a79f70b8a14555ff,Software,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,Other,Project funding,1
e19c3034a3464747ae23cf3076939edf,Software,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Programmes,1
eb7b1defb2bb4540874c4b28a4a76755,Software,"Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Programmes,1
1a74f49af463473ba859d94fe40c5478,Software,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Programmes,5
5984ec3567e34e5494bd728062ba8e83,Start-up,Biology and Medicine,1 - 200'000,University,Infrastructure,1
05dc699ad2184c7cbef97cfb0c43b69c,Start-up,Biology and Medicine,1 - 200'000,University,Programmes,1
60ead145a1d34f0085460c43b8e15550,Start-up,Biology and Medicine,1 - 200'000,University,Project funding,1
1aa994a5197e492d9c06010011f78e30,Start-up,Biology and Medicine,200'000 - 400'000,ETH Domain,Programmes,1
b7a08a1c52204cc69d2e134160684ab4,Start-up,Biology and Medicine,200'000 - 400'000,Other,Project funding,3
4044b3101fa042d5977f0092bc3601a8,Start-up,Biology and Medicine,200'000 - 400'000,University,Project funding,5
96479a7eb8504fcc96da25111861847a,Start-up,Biology and Medicine,400'000 - 600'000,ETH Domain,Project funding,3
c8ddbb4092c9410a89316dc7d1ceed4e,Start-up,Biology and Medicine,400'000 - 600'000,University,Project funding,1
b1a843259a6c4a629aa5b4804023b101,Start-up,Biology and Medicine,600'000 - 800'000,ETH Domain,Project funding,1
93c05c5040254223aab01f2ae0b92b8f,Start-up,Biology and Medicine,600'000 - 800'000,Other,Project funding,1
d6d9ab1cc3ea46be8c2c95cbe15e9425,Start-up,Biology and Medicine,600'000 - 800'000,University,Project funding,2
3817c38252154878896520cf96da0c19,Start-up,Biology and Medicine,800'000+,ETH Domain,Programmes,1
1153ce8dea3346f39036e6f2268b31e0,Start-up,Biology and Medicine,800'000+,ETH Domain,Project funding,2
428fa5874d6c4c85942c7c4298d9aed0,Start-up,Biology and Medicine,800'000+,University,Careers,1
1152d1729b024183aa92a3cea4e6f8a6,Start-up,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Project funding,2
c5865df8b1a242449e4c64600bf2558b,Start-up,Humanities and Social Sciences,1 - 200'000,University,Project funding,1
17941170685b4984bbeb7114d3b0fdd0,Start-up,Humanities and Social Sciences,200'000 - 400'000,ETH Domain,Project funding,1
c68b1799fbe04e36b53aec3c27c9ebb8,Start-up,Humanities and Social Sciences,200'000 - 400'000,UAS / UTE,Programmes,1
c694927bb84e487f91b75fe0f4b23f2d,Start-up,Humanities and Social Sciences,200'000 - 400'000,UAS / UTE,Project funding,1
90212bfc0757407e88c99c2ac30480d3,Start-up,Humanities and Social Sciences,200'000 - 400'000,University,Project funding,2
72de92d33bb9455ba939065367cf60fe,Start-up,Humanities and Social Sciences,400'000 - 600'000,ETH Domain,Project funding,1
a254f8e7665f48408d38c87e4b504e8f,Start-up,Humanities and Social Sciences,400'000 - 600'000,UAS / UTE,Project funding,1
b7aa53997721485da8657904cead0d50,Start-up,Humanities and Social Sciences,400'000 - 600'000,University,Project funding,1
ad4f71aef29743ef90e6e4df548b52d1,Start-up,Humanities and Social Sciences,600'000 - 800'000,ETH Domain,Programmes,1
02e37c736b584dd08c679e3c002eaa85,Start-up,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Project funding,4
439e935cd51c455ea5aded4d8be4499d,Start-up,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,Other,Project funding,3
42b03f2873444bdfb7fe999e73f4888d,Start-up,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Project funding,2
2d42c2edbdd54c969bc37aa50f39ea3a,Start-up,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Project funding,11
ad7c0e7c86ab4a768b06bd22d5778165,Start-up,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Careers,1
d065ce27bd71472abe6daa6bb15f382d,Start-up,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,University,Project funding,2
e5f5b0c2f2ca4a49a1304510ee86b585,Start-up,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Infrastructure,1
46b9e750c06b49c080195be4d4322c56,Start-up,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Programmes,2
93d037ce79014d979e6735eabeb793a0,Start-up,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,ETH Domain,Project funding,2
1d7e7e9447f34ceca7e4f2423d51c9a4,Start-up,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,University,Programmes,2
fd1b1b1c603241779381ee2f02bc999b,Start-up,"Mathematics, Natural- and Engineering Sciences",400'000 - 600'000,University,Project funding,2
20acd40e122e4381bc69456bb425f8d1,Start-up,"Mathematics, Natural- and Engineering Sciences",600'000 - 800'000,University,Project funding,1
bcca417452cc4ee89fad7812e8d327d6,Start-up,"Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Careers,1
a2f9aa1f80564bd7b55d3f63d107e811,Start-up,"Mathematics, Natural- and Engineering Sciences",800'000+,ETH Domain,Programmes,1
8a4f522fb17943dca32f3d0a56448eb7,Start-up,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Programmes,3
2914f320a548479686fd74599f3c8e21,Start-up,"Mathematics, Natural- and Engineering Sciences",800'000+,University,Project funding,1
d216332df7da47ec9c298d392b68ecb4,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,ETH Domain,Careers,4
dc1879fd8d6f40ffa32ed1e3e8e62036,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,ETH Domain,Project funding,6
8ba2eb75ebf64ee1b04e55ceb9917b94,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,ETH Domain,Science communication,14
e1a3f1859a9246059bc7864412c1350a,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,Other,Science communication,16
551705f6c75b4477ab45021c7b2f3176,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,UAS / UTE,Science communication,11
6bf6cccf16784b6e9e37807897e94dc5,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,University,Careers,22
67fdcbe603354926bd9cd4b7855d8209,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,University,Infrastructure,1
0fdc26ec3bf348a3ae56a00b9e9ffc1a,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,University,Programmes,19
f3cb87ecfaec47a8a9b7b5c0b6bd93ed,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,University,Project funding,23
0b846bbc4cf44b6fb605611370ff94db,Talks/events/exhibitions,Biology and Medicine,1 - 200'000,University,Science communication,64
c2b89cb000944e7fb20b502d908e57bd,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,ETH Domain,Careers,1
f62d98ace3684284bbb919919de54153,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,ETH Domain,Infrastructure,1
9b7c4968627c4ef8964228facf40535e,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,ETH Domain,Programmes,7
9d4a769b675d45bfbe1434f0422b119e,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,ETH Domain,Project funding,39
c5eb2ea5fc0742308469dd42e39f143c,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,Other,Careers,1
b11b5a4093824003add661731c0f8c19,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,Other,Programmes,9
acca2e0befdc4b65af0eb108909f2583,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,Other,Project funding,40
88b8e03a7d1049bab1e809b40e3ea0ec,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,UAS / UTE,Project funding,5
f822197bb321440287caebb1b9de29c7,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,UAS / UTE,Science communication,25
c7261fda1ee84640a0536ec3de0fc3c5,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,University,Careers,14
a8e7a230a8584881946370a445aa473b,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,University,Infrastructure,2
d1261703741547f8ac50774978a4efe5,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,University,Programmes,28
977c7b03b7eb4a7e87cafcb8c92f9b0e,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,University,Project funding,193
08bf30cb8bff4355aa82761e47cb6994,Talks/events/exhibitions,Biology and Medicine,200'000 - 400'000,University,Science communication,56
70033aafac984cc5931a49ea9038332b,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,ETH Domain,Careers,4
44c4c7cfa2ab49ed8fd77747aa11b503,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,ETH Domain,Programmes,19
096c4db06a924dc1835c214ce6ff7146,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,ETH Domain,Project funding,12
797d128762b14b36af6498289772f732,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,Other,Programmes,12
63af5ac4ca5742f7856a72a4da593529,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,Other,Project funding,10
9d1a5d727fb146c2a9c6c4352445e11e,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,UAS / UTE,Programmes,7
c07baaf070194ae8a1a1e203af649c18,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,UAS / UTE,Project funding,1
e3fbc03abe1e49b6bcf295e9badd9dcc,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,University,Careers,10
7bfe0a20d2164b728e96725395f87a39,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,University,Infrastructure,5
259fa8ab85014069b216923fa4cff264,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,University,Programmes,20
4eb9a2b1c6ed4b17b1fa24ec5ce1d96f,Talks/events/exhibitions,Biology and Medicine,400'000 - 600'000,University,Project funding,145
a5a0bf40820b41078472068cc23ddf02,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,ETH Domain,Careers,3
4cb33d34949d4814b50ea945dca19408,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,ETH Domain,Programmes,1
d63e141d046d4f5eb7a3b38a0708144c,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,ETH Domain,Project funding,18
bfd87d6ff0df4e5eb24208c02da34a3b,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,Other,Project funding,7
f3d8ff13e11d4a3ebd9fac578f9b86de,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,University,Careers,27
7ee21a6c3710486b8a5f9746fb133911,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,University,Programmes,7
7881c38876ab48e3b7031e7a03e01197,Talks/events/exhibitions,Biology and Medicine,600'000 - 800'000,University,Project funding,84
f04fbfb8fa5745ad82ecf59d247cfd8f,Talks/events/exhibitions,Biology and Medicine,800'000+,ETH Domain,Careers,14
75446db231674e138601fbec55738130,Talks/events/exhibitions,Biology and Medicine,800'000+,ETH Domain,Programmes,7
9e69c5c8f0ac4d47b4f9a0fde20a50ca,Talks/events/exhibitions,Biology and Medicine,800'000+,ETH Domain,Project funding,4
c619d24612884a929a01336802c46d2c,Talks/events/exhibitions,Biology and Medicine,800'000+,Other,Project funding,1
d1867866770c451fb77128b545d451be,Talks/events/exhibitions,Biology and Medicine,800'000+,University,Careers,66
df969504fd184602807d057e4d5cc05c,Talks/events/exhibitions,Biology and Medicine,800'000+,University,Infrastructure,2
a8c9ef6a2a064642915794c85d007991,Talks/events/exhibitions,Biology and Medicine,800'000+,University,Programmes,80
72c196ec60a04f749f1dc062d850e4df,Talks/events/exhibitions,Biology and Medicine,800'000+,University,Project funding,44
1df85b517fdf48d0b41ac0f3acf91108,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,ETH Domain,Infrastructure,1
019fbf26d3a646a1b7803356f0aa2486,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,ETH Domain,Project funding,17
fd57806b25d64a20bcc8548bd63d6613,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,ETH Domain,Science communication,4
7383cd1348c14b68b68ff6f9ee4b7188,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,Other,Careers,3
630701ddd79b45fe902c8317cbfb24d6,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,Other,Infrastructure,2
55edd611c53f4bb6b7515f2a9e130934,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,Other,Project funding,16
88f32fa590a549cdaa31238a29bac77d,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,Other,Science communication,19
2a7b9783dae74f7ab84bf810c6896aba,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Careers,2
174dcad5613c4358a771ba32e14cb42e,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Programmes,2
136718c1989c4dacb85dd20f7f6b604f,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Project funding,134
db5f70be558e48d7be9b132e231f67db,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,UAS / UTE,Science communication,30
bc96fbec630e4d6ebd532b5e056e0b5c,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,University,Careers,39
2302fc757f91445e8aceb327a0425b4b,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,University,Programmes,14
264b4863de3048debc5d631221617254,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,University,Project funding,121
25ccd45bf63749bebf2383288f3736b2,Talks/events/exhibitions,Humanities and Social Sciences,1 - 200'000,University,Science communication,159
7991d89cce704595b050c4cc160578f3,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,ETH Domain,Careers,5
ee3d6324e7cc4293958c62b31860edcd,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,ETH Domain,Programmes,9
4c6a2fefd31a441f8fc127deb133e283,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,ETH Domain,Project funding,26
741e025b8aa242d2b8dada43f4bf3851,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,Other,Careers,1
ba8deaff373049e19fb049a5021a0809,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,Other,Programmes,12
ee14bc23e86647d6b303d313c248f051,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,Other,Project funding,11
a2e84370f1a848549cf7ceb769c25455,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,UAS / UTE,Programmes,17
2c2b5cfd7a1f4924affd7523833f5774,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,UAS / UTE,Project funding,132
3f8419f00592402790c8eab1c59c8524,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,UAS / UTE,Science communication,18
4860d1a3d376479c8ec39c86fee37bcc,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,University,Careers,34
f9cbdfc02b96422ab12c71d9ee6b9137,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,University,Programmes,63
a7b521baed534672a34d0a595a4f65db,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,University,Project funding,306
5f0e678cb70f41f98e6a7c8cbda65884,Talks/events/exhibitions,Humanities and Social Sciences,200'000 - 400'000,University,Science communication,16
ed31d068fc8a4a739e779ca5ad2eb4cc,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,ETH Domain,Careers,1
16189a73c855421a885c28e391b67fce,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,ETH Domain,Programmes,3
4419597df5454fc59e53df3f7d972051,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,ETH Domain,Project funding,13
254188f0b234446f85d968d8167b8aaa,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,Other,Infrastructure,2
111da2a4892b4fa0bc923824b932e1c2,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,Other,Programmes,1
1b89eca3ad27496b94d069eef4ccb771,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,Other,Project funding,15
b2fe2aa5f2584dbfb188020fb10f11a3,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,UAS / UTE,Careers,1
7ef5fe488bf84e91b7b45434b8518e5c,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,UAS / UTE,Programmes,2
83a8893af2124f6da98dc2cc0c283ab5,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,UAS / UTE,Project funding,49
7d615488a6ef48959fc91f9f13869c25,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,University,Careers,19
53cd00d2d02c4b4aac493faaecfce9f9,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,University,Programmes,26
76a56bf4e9b148dcb901f7bb8459a0da,Talks/events/exhibitions,Humanities and Social Sciences,400'000 - 600'000,University,Project funding,169
5c4d47fb5ec94763a40806616e6843de,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,ETH Domain,Careers,1
59fb9802de874447aca36ef01fa86a80,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,ETH Domain,Programmes,2
bc7284c68847491e9f91a1b7eda6f60f,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,Other,Programmes,1
7a6ead1493dd4a239b195d223291b557,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,Other,Project funding,3
f2dd60591f784dafad4c28662e6c09c8,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,UAS / UTE,Careers,2
d6bcbb66f6ea4e7599de7758859a0279,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,UAS / UTE,Project funding,1
49b3ab7d6da54301b639341dcf1f8a26,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,University,Careers,4
5b5cb3b635ad4e26afd0fe9b67d0f011,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,University,Infrastructure,1
c4edfc4f66f14f1ebd8233be3e085028,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,University,Programmes,23
0caf9a451d114c188acde0d0f49da035,Talks/events/exhibitions,Humanities and Social Sciences,600'000 - 800'000,University,Project funding,24
2ee5be08e2434682bb06c76e2f7a67b5,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,ETH Domain,Programmes,13
21dbae057f8a47c0904aaa7bba248253,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,Other,Infrastructure,5
b25ef3aa734d45f2ad59a1b735533a7a,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,Other,Programmes,6
90b5aa7959ce4071948c1f4eeeae304c,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,Other,Project funding,4
f6b7f114294f435fbef1365835fc0b98,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,UAS / UTE,Careers,2
75a2d11405544be282b0f5a965686351,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,UAS / UTE,Programmes,1
a3b445381e4c4527a0fb6bfc00001e39,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,University,Careers,81
abc5b6ca99594b618545a33ece203794,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,University,Infrastructure,3
cf1712d1828747ffbd97709efd70dde4,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,University,Programmes,80
cc85baabff064b5a8bddcc908ef43cb8,Talks/events/exhibitions,Humanities and Social Sciences,800'000+,University,Project funding,22
ef27937ceb3e40ee8d336dd3f708085d,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Careers,2
7f4aed4931a54eb1809e9b182d66eafd,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Infrastructure,9
2fc25e42af6441c3a968e7db42d503cc,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Programmes,13
d6a02c91fe3842cd9f15a4d501188b62,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Project funding,97
8384329b9cee41d885d3a5690bcc0356,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,ETH Domain,Science communication,11
ec055427e48d4addbdc8d31bad7e6914,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,Other,Programmes,1
fb5861af326847b8bd33b38d613eb3e1,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,Other,Project funding,2
9304dd4928dd4a89884a430ff207144a,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,Other,Science communication,3
4d002d117c524ec6b4e9d0ee5747872c,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,UAS / UTE,Programmes,5
ab9e60ba5ff1472fbe1fd9d40950ed2d,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,UAS / UTE,Science communication,1
fb707dada26642bbb7b2e96426df2b95,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Careers,2
8f6b79fea2124e1da9c91e4a867c8df7,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Infrastructure,5
29e21b2f6b7f4a03a35285adc77c6dd2,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Programmes,14
f141bc37690840ed8cd1401892e6def8,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Project funding,64
dc525564a70143b1a7c67cd4b574be0a,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",1 - 200'000,University,Science communication,35
c0c5ae22f193453790acf2751118d370,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Careers,4
be4dd5bab8024601bf7b9e2901ada79f,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Infrastructure,6
78731b01b76a497b9cfaa7d7f82462d2,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Programmes,37
35654ffc9a2a4f068e9d1e9d9f7007f9,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Project funding,126
111ccd39602848bc918d304b72a86415,Talks/events/exhibitions,"Mathematics, Natural- and Engineering Sciences",200'000 - 400'000,ETH Domain,Science communication,3
